,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
n1_ms,0.177267738,0.137281085,0.166764934,0.171602829,0.13159085,0.115593547,0.160199684,0.157089407,0.180766693,0.154952221,0.135635324,0.134460761,0.144461402,0.143978083,0.13369726,0.124576075,0.139228158,0.155720448,0.132054679,0.168668706,0.139653949,0.157817559,0.136136604,0.116998251,0.158671577,0.161323259,0.175985477,0.145034254,0.151794259,0.166138494,0.048133513,0.176601782,0.154938778,0.10487239,0.112312939,0.15204459,0.156884753,0.158463818,0.146476577,0.169685864,0.177461053,0.166862765,0.16380211,0.139661972,0.181573557,0.135338697,0.126645272,0.180169834,0.164635034,0.157129872,0.147823206,0.174326466,0.1598103,0.102790086,0.137302906,0.131414499,0.139519767,0.12336044,0.152643812,0.156798182,0.165159418,0.161548085,0.1589135,0.169179678,0.13537864,0.118438242,0.081703523,0.162254822,0.132419587,0.160819572,0.155192767,0.127664176,0.126292928,0.140429656,0.132456027,0.178844736,0.153840146,0.140504545,0.1099775,0.137743581,0.154755259,0.131968652,0.168990164,0.111670777,0.166002994,0.139278878,0.079485269,0.18579595,0.143085631,0.163356758,0.139325619,0.154940366,0.141256065,0.173829553,0.131376432,0.155382272,0.11863812,0.134796177,0.16492211,0.167796326,0.131855719,0.189041183,0.1620193,0.140520608,0.136253911,0.102103411,0.16361989,0.117988435,0.20461049,0.173176613,0.157802557,0.145231622,0.142868412,0.192223068,0.150892687,0.156145905,0.160516703,0.140066165,0.156560882,0.149879333,0.102445337,0.094707559,0.145270529,0.151678934,0.150298808,0.100108466,0.177732781,0.179681435,0.16328847,0.139135329,0.162814867,0.130085822,0.136356793,0.139874875,0.156636479,0.139106349,0.145245031,0.153083543,0.182376933,0.153821297,0.173803649,0.069171215,0.108845803,0.160149226,0.146477645,0.154169169,0.114487708,0.153143083,0.117784037,0.144928154,0.171343979,0.174176994,0.170260679,0.150213012,0.159136836,0.131102259,0.102969592,0.159947234,0.14184975,0.15529824,0.166191704,0.155946906,0.131123273,0.145726974,0.167592171,0.116490651,0.171454457,0.161067164,0.154505093,0.144217264,0.116856935,0.158851515,0.135945413,0.167074675,0.178581915,0.160903256,0.131393043,0.170073806,0.167897793,0.149680247,0.185163598,0.170875949,0.155449585,0.16760428,0.14273494,0.165394714,0.171601667,0.178064992,0.196670699,0.168714794,0.164922387,0.127588455,0.124937758,0.120208906,0.140526459,0.140342143,0.195224809,0.173271055,0.138532271,0.122751764,0.141831004,0.165239162,0.188016555,0.136081396,0.157178151,0.140885595,0.127179975,0.169221756,0.179248161,0.159779741,0.140468352,0.168463692,0.118541173,0.175212522,0.098409174,0.153972771,0.131394038,0.175383874,0.130174875,0.121073543,0.153892515,0.16456956,0.150798244,0.161259037,0.135980395,0.156732268,0.104052134,0.143218948,0.089176171,0.174745563,0.128715925,0.152102757,0.174322764,0.159220468,0.138951154,0.189020158,0.133883426,0.153110978,0.175380793,0.129150148,0.167465209,0.144654169,0.173988741,0.127340994,0.139991508,0.167561642,0.1752172,0.163565744,0.158933303,0.138233161
n2_ms,0.703051204,0.692745272,0.719300632,0.732453106,0.647569262,0.665624057,0.690449584,0.685755025,0.673016753,0.598524119,0.66243479,0.700584095,0.634246235,0.643405024,0.633669294,0.636439011,0.679024503,0.632429956,0.658124307,0.731182567,0.656293559,0.683695798,0.607261859,0.680348464,0.68973002,0.639214836,0.642097064,0.673285719,0.614712454,0.64324608,0.650805583,0.684387514,0.715896787,0.599265775,0.632408043,0.67742074,0.617708183,0.71051543,0.662432196,0.612351229,0.686193566,0.613565804,0.644409358,0.644965707,0.642404129,0.613004715,0.653803751,0.672854519,0.67938557,0.738822303,0.640438653,0.629647962,0.631352535,0.669903306,0.60855336,0.70279521,0.701015779,0.679677835,0.698988636,0.675687222,0.680598623,0.647028009,0.667501201,0.61863789,0.716942671,0.660185798,0.590190977,0.721175218,0.571433948,0.719087774,0.697034528,0.609272694,0.626225777,0.63547198,0.717013996,0.68487147,0.578714386,0.653639104,0.714720611,0.641069137,0.641148339,0.671046443,0.72076317,0.588039189,0.76230589,0.739928994,0.625215475,0.690801406,0.632070266,0.643129156,0.654604451,0.70687724,0.68607062,0.65726582,0.68842316,0.664218448,0.712698922,0.705431489,0.638633185,0.650462774,0.711727791,0.688394911,0.736685581,0.665965277,0.655896009,0.700359225,0.69089745,0.613780705,0.667120799,0.71962301,0.67290171,0.615429695,0.732380353,0.695540509,0.666929673,0.671845123,0.652627688,0.708629457,0.682929223,0.696672448,0.615076061,0.696083266,0.652850864,0.586860149,0.689179871,0.620983317,0.722599633,0.672245175,0.623983021,0.644803038,0.688881938,0.56372496,0.664011193,0.680438994,0.679681915,0.688295147,0.63076537,0.703278281,0.627272974,0.680155661,0.67237093,0.6305827,0.695132122,0.718731215,0.606948822,0.674753363,0.693387221,0.64035931,0.643359943,0.675998894,0.695120533,0.61674694,0.590397144,0.697866374,0.705312864,0.632684703,0.643524351,0.652141442,0.64281897,0.542961116,0.74616049,0.645454409,0.67477988,0.6533881,0.666594759,0.664390621,0.701479905,0.625396148,0.707362197,0.690633733,0.642607301,0.71329915,0.58740087,0.7170463,0.624226542,0.711454298,0.626741324,0.692101197,0.713338028,0.663848832,0.658901681,0.660912878,0.640987775,0.666590161,0.646754712,0.697742717,0.692310354,0.622361816,0.68761144,0.598426455,0.667484612,0.673645153,0.680598315,0.693395635,0.664349746,0.676087172,0.68777723,0.611491808,0.687427215,0.634151184,0.691258184,0.655865203,0.627056549,0.675632462,0.58467116,0.657625413,0.634146517,0.614250483,0.640912232,0.588848602,0.655399063,0.677394185,0.635307732,0.700778517,0.650059681,0.695455882,0.625849266,0.663779263,0.663346865,0.706462701,0.670768654,0.669857177,0.657662367,0.622162215,0.609368314,0.646096341,0.651739326,0.637389223,0.602787921,0.703194112,0.634638561,0.680560479,0.597812161,0.548413208,0.643727449,0.710886144,0.686316349,0.70186293,0.700788461,0.64657935,0.693874827,0.589813559,0.646238336,0.616479011,0.598658679,0.710217376,0.69519245,0.645270482,0.569555683,0.628583709
n3_ms,0.731226963,0.664205342,0.742552395,0.760982935,0.656148315,0.702786231,0.708731403,0.705559121,0.669487743,0.657199085,0.61990513,0.722108237,0.676793179,0.700645701,0.649640695,0.668503988,0.683088494,0.62242857,0.694771432,0.768249961,0.694448199,0.691253194,0.622023863,0.729376453,0.719644938,0.640444449,0.679409541,0.689245381,0.657426158,0.637791222,0.651029856,0.689572627,0.707418763,0.617537329,0.65506129,0.668169176,0.662140789,0.737660123,0.698174264,0.620368397,0.677363247,0.634229052,0.667058997,0.686295274,0.690607983,0.691592874,0.687013021,0.680047275,0.721245224,0.7114417,0.665177582,0.663044641,0.674979451,0.698018206,0.626441752,0.72209504,0.709493694,0.696220377,0.712397196,0.679918071,0.709467143,0.657356434,0.70766379,0.627365215,0.753996206,0.663751321,0.627927804,0.72663765,0.61453811,0.730332459,0.715720362,0.631935478,0.660016821,0.647369591,0.736951033,0.704811212,0.610432802,0.661360544,0.718614344,0.680734035,0.66933623,0.686745411,0.749168649,0.638735726,0.712464712,0.745469974,0.632564498,0.715697577,0.63377395,0.671401583,0.667322819,0.719332802,0.678006073,0.642910745,0.710464571,0.662949883,0.718447618,0.751984993,0.658152062,0.681888785,0.722768285,0.716055437,0.751311196,0.695915017,0.655845277,0.668719776,0.715644991,0.601762321,0.677973026,0.720767373,0.708634873,0.649060738,0.712245869,0.742108786,0.723325381,0.715821174,0.680299025,0.750250467,0.751189608,0.709148772,0.655180558,0.70476642,0.689023249,0.61029353,0.715894469,0.639338827,0.753305766,0.625627095,0.658189274,0.671471732,0.701200186,0.575381349,0.667807121,0.727583829,0.707014747,0.728336299,0.65258951,0.705417939,0.639295343,0.682916826,0.706052505,0.632411054,0.704603768,0.703405036,0.614704375,0.665453156,0.710006971,0.659003626,0.654699175,0.697654029,0.732729415,0.657872032,0.627582889,0.742015584,0.74011297,0.710707049,0.685872367,0.690272169,0.674126352,0.50963857,0.725367356,0.680296119,0.705894081,0.651486586,0.69626449,0.681898678,0.744670548,0.675284156,0.742031067,0.707229228,0.673873203,0.715070511,0.619184178,0.71852937,0.620818393,0.724711496,0.634895614,0.735272619,0.729863177,0.673494785,0.663641496,0.669939956,0.656106704,0.698299479,0.685036525,0.691411125,0.734713502,0.650750271,0.732703047,0.640669416,0.669224959,0.694056238,0.706223474,0.704627379,0.675221313,0.685913925,0.717605043,0.614873789,0.716556291,0.644315707,0.725024564,0.662293668,0.695242069,0.700134349,0.590574581,0.697391788,0.650647333,0.635557132,0.65948365,0.614747471,0.684879924,0.705315656,0.665880124,0.703915971,0.653471293,0.700272337,0.654380688,0.705899437,0.684525867,0.728589987,0.67332763,0.707713162,0.654674556,0.64604426,0.621336042,0.647815076,0.661249111,0.638353789,0.61659447,0.723898865,0.647058017,0.680439963,0.605527892,0.561147124,0.671062035,0.732619247,0.702905556,0.710349494,0.74670015,0.627040499,0.706154632,0.623812585,0.658388016,0.636632972,0.63020125,0.743866122,0.701094706,0.663734079,0.606550469,0.63359565
n4_ms,0.744847184,0.661240243,0.740874072,0.75936041,0.69616259,0.721986784,0.726875827,0.707327784,0.711426516,0.673228154,0.631617508,0.757807771,0.689414465,0.745066741,0.6708403,0.669649763,0.701416448,0.617258922,0.69981045,0.784375355,0.698213708,0.724606356,0.65817565,0.704714129,0.729748445,0.666761094,0.664081915,0.74463703,0.669012394,0.663693096,0.696224464,0.702917118,0.762147026,0.635403265,0.677814794,0.672092331,0.677509478,0.740805835,0.705245953,0.667415585,0.669316185,0.657420188,0.67308225,0.697420567,0.714063823,0.671141661,0.697929751,0.728846047,0.736589072,0.730124567,0.663533009,0.67786504,0.68773273,0.71314652,0.660721558,0.737202918,0.750732981,0.698177325,0.752409772,0.707222872,0.720802753,0.674787271,0.716271776,0.629106379,0.768805628,0.678414071,0.631122726,0.748612726,0.618769462,0.758507935,0.735698277,0.659258994,0.667323072,0.688100327,0.759281503,0.721385644,0.626296324,0.663003709,0.742926006,0.683147319,0.683788828,0.721761817,0.72690198,0.640633988,0.730088731,0.767738266,0.663850638,0.72543581,0.64156089,0.691829262,0.709967033,0.741202716,0.740291277,0.666457161,0.735486005,0.701379363,0.722145794,0.765141062,0.692549205,0.698482738,0.754401601,0.727052414,0.758594344,0.709627263,0.674971605,0.705222663,0.717909366,0.64201939,0.698431097,0.749682667,0.718030416,0.67188346,0.74723476,0.724570776,0.734927559,0.723749899,0.697519208,0.755740738,0.753683271,0.745585238,0.662985472,0.68848646,0.704061663,0.675415885,0.726523184,0.661417756,0.769530339,0.667854565,0.638622103,0.681741709,0.740097071,0.612614283,0.698315274,0.742858466,0.676527606,0.735308061,0.650848849,0.74455709,0.656934159,0.721266199,0.708187294,0.641647561,0.720576591,0.738794875,0.635812722,0.668080327,0.738324542,0.684656468,0.691276131,0.727147612,0.747041319,0.666449087,0.634276294,0.745782483,0.776604451,0.701100297,0.701463203,0.708369033,0.678882693,0.520116286,0.755459661,0.675118507,0.718530855,0.688779038,0.708365616,0.704867679,0.754086013,0.665629563,0.745775753,0.751197441,0.686261349,0.744417853,0.625452764,0.747888,0.663742343,0.763912209,0.710878693,0.747059212,0.770467901,0.676073059,0.700744758,0.680214757,0.695139075,0.704611051,0.690035225,0.723106606,0.749556714,0.672630181,0.737345545,0.66225294,0.702877061,0.723163993,0.710924127,0.73574143,0.711809333,0.718968253,0.720462291,0.658870657,0.728433735,0.687001365,0.733684122,0.698366807,0.704691749,0.714787942,0.635032948,0.710359831,0.686772982,0.646637975,0.676217384,0.639852955,0.705652785,0.71759067,0.677946667,0.732106178,0.68638429,0.737183295,0.662008115,0.709825908,0.698152154,0.71835958,0.72353674,0.720698843,0.688499383,0.647978025,0.651960537,0.671868789,0.705566192,0.629511942,0.652512452,0.714068242,0.68147427,0.718965168,0.64705741,0.583169955,0.685657106,0.745097564,0.686314287,0.746656755,0.744548574,0.661450361,0.719382883,0.642385041,0.666418807,0.661869871,0.65744107,0.757884423,0.712599775,0.67952532,0.622706259,0.663922369
n5_ms,0.750838139,0.678182519,0.758586,0.764581502,0.709891025,0.732978513,0.724087201,0.71378452,0.716585006,0.686007826,0.652953676,0.75274512,0.704352535,0.745707663,0.691918382,0.686992445,0.739505585,0.616499394,0.692230437,0.788441238,0.709625891,0.735924967,0.677156066,0.72816353,0.737460705,0.683728707,0.65789155,0.750119415,0.673627029,0.677859955,0.701546697,0.724558443,0.772552165,0.644689069,0.699617224,0.682989156,0.663742291,0.751359925,0.713838234,0.667123444,0.665834771,0.668286604,0.690817117,0.711396143,0.733599963,0.696669776,0.698214573,0.738707346,0.751388969,0.726684368,0.687395118,0.697288902,0.695372965,0.728346211,0.665782664,0.762190391,0.76350422,0.710352903,0.758485813,0.724266177,0.72385807,0.675523751,0.724841738,0.642344944,0.774006574,0.683682706,0.644108859,0.767753499,0.634974205,0.746266852,0.755191147,0.658056352,0.651365347,0.698516864,0.760047376,0.736307191,0.626905665,0.678032771,0.74600059,0.680814464,0.697481585,0.733499341,0.733752506,0.652765017,0.736305341,0.780049113,0.675813932,0.729786299,0.654555435,0.701452756,0.715547833,0.731600558,0.694231993,0.690108163,0.742371737,0.71227647,0.744698987,0.766490842,0.694997408,0.708973571,0.76722992,0.745357642,0.759555,0.74178328,0.697901014,0.740219177,0.723565166,0.639730353,0.716436346,0.746738336,0.725412105,0.684212108,0.760019488,0.711594619,0.748881638,0.732986337,0.703209471,0.745581549,0.761644563,0.750388935,0.678705779,0.726422442,0.726848583,0.700731283,0.720514384,0.68386542,0.788740262,0.693590525,0.654513075,0.698302942,0.745397182,0.6188846,0.69804288,0.742810891,0.679296436,0.741793094,0.661286968,0.751986159,0.656055023,0.724277522,0.717492686,0.65151407,0.722423029,0.748550397,0.644188474,0.666862407,0.757501008,0.682136986,0.705699315,0.748286694,0.758664688,0.665987334,0.652369321,0.747681088,0.78806575,0.716029925,0.719123946,0.720033657,0.686187392,0.546396276,0.751830227,0.66191186,0.733754554,0.703181694,0.717746955,0.715216015,0.750378773,0.680246291,0.73715976,0.760743539,0.639791853,0.746615283,0.636340456,0.742167933,0.666337112,0.678307277,0.725832805,0.754177812,0.776680187,0.64027213,0.69218002,0.694165573,0.700925105,0.723642836,0.709900623,0.729126152,0.756605443,0.675309178,0.744229257,0.668784934,0.722542013,0.747905318,0.716561501,0.738576739,0.719563405,0.72420597,0.740085015,0.663244977,0.724534936,0.68472573,0.745713757,0.74205799,0.711901778,0.709726659,0.644241814,0.73012187,0.700680141,0.643693922,0.697845035,0.656221661,0.723104388,0.722079808,0.676658497,0.741308689,0.687725705,0.745139826,0.648217836,0.704717936,0.700241404,0.727890066,0.738216539,0.727242786,0.679050141,0.662162581,0.672212842,0.699434595,0.702052456,0.660405531,0.657509276,0.703708462,0.70523162,0.733137899,0.651181094,0.561514463,0.692095045,0.757550167,0.698036804,0.751812377,0.741742553,0.679286276,0.72732643,0.652949332,0.681047911,0.676035435,0.632866771,0.766323348,0.727230599,0.69320117,0.625286009,0.6716184
n6_ms,0.759107327,0.718155923,0.728508297,0.7704337,0.717933267,0.745967677,0.706374734,0.717653219,0.715222135,0.699012993,0.658152018,0.762271746,0.709554637,0.724253377,0.70064289,0.693372225,0.73227175,0.635782058,0.704346787,0.799324602,0.72448775,0.744415507,0.685798225,0.730202532,0.744330194,0.689419949,0.678079626,0.766680226,0.68377523,0.686531439,0.713134881,0.732526047,0.774596529,0.647953303,0.708350289,0.725219131,0.671618135,0.756436187,0.709743408,0.657492207,0.685288107,0.676836193,0.701726117,0.724624393,0.741477186,0.699952436,0.712101699,0.757602299,0.754719565,0.731300316,0.68997477,0.698992032,0.696847026,0.733317203,0.677306688,0.774761174,0.767270159,0.721110117,0.758334003,0.734878795,0.723829116,0.683679847,0.738897371,0.6474758,0.780904216,0.692544098,0.654822308,0.75643613,0.653462256,0.737062927,0.765677179,0.660423726,0.659260491,0.709502153,0.770613232,0.719729465,0.63333073,0.682926595,0.763685909,0.691067655,0.706101971,0.718085858,0.726674412,0.677670899,0.740050553,0.761877146,0.687316077,0.73240883,0.660220978,0.709159333,0.711579242,0.740063083,0.703328371,0.691501149,0.758644553,0.724618577,0.75341468,0.775099853,0.705135196,0.711368747,0.769121463,0.751441214,0.766761861,0.746797233,0.700231394,0.746992947,0.728590279,0.643590809,0.719066668,0.751906016,0.731405059,0.672161047,0.781295282,0.71823462,0.721656717,0.730147871,0.693588208,0.747965056,0.772379342,0.758721471,0.687692253,0.752465108,0.739145834,0.71133917,0.729289705,0.696517622,0.780716396,0.697417534,0.671339579,0.701555841,0.760283599,0.633344409,0.707552474,0.758359688,0.67209297,0.757352311,0.694459112,0.752024947,0.667095156,0.734741073,0.726384371,0.65993095,0.718735555,0.718239717,0.657525197,0.668376633,0.742337937,0.686835628,0.712229925,0.755823234,0.76181894,0.68234487,0.660890905,0.758100124,0.798240378,0.721575235,0.72452348,0.730589181,0.702600331,0.555790286,0.757215429,0.669537409,0.737857502,0.697092837,0.717595227,0.712508886,0.753099708,0.687831173,0.736434362,0.772901473,0.652259022,0.75085145,0.653758794,0.731176437,0.68118844,0.692539672,0.70573126,0.769659949,0.779280777,0.669904945,0.701685917,0.692563549,0.702489047,0.730315972,0.7268083,0.738751297,0.768133756,0.690784095,0.744235525,0.681904922,0.736888634,0.749071384,0.730820495,0.744752558,0.728910755,0.745432694,0.739285602,0.686687429,0.733760777,0.694106959,0.752841989,0.755129415,0.721809044,0.737540163,0.67411689,0.741477115,0.700450692,0.654927656,0.688172209,0.669265891,0.731011544,0.688304507,0.688545347,0.756677219,0.699891353,0.75114446,0.655795581,0.713037035,0.692491785,0.721548783,0.750270503,0.724574768,0.686021381,0.664083179,0.679413561,0.709113959,0.71592878,0.669471245,0.666111184,0.71359459,0.710078683,0.737147483,0.655967031,0.56583341,0.699173929,0.73532753,0.695507658,0.749826231,0.742936224,0.680850452,0.739456407,0.631995158,0.663839621,0.680075579,0.646876591,0.764407715,0.730416392,0.678974556,0.632826365,0.691111715
n7_ms,0.761169657,0.72217331,0.741580569,0.776846259,0.720989885,0.75066164,0.715218418,0.729933317,0.702984054,0.711293156,0.659911226,0.762857643,0.720107619,0.72992926,0.701925635,0.698101152,0.736333871,0.654505615,0.722029295,0.796436955,0.73738889,0.748502179,0.685417036,0.75731385,0.74556217,0.690869592,0.689503981,0.773448625,0.692541848,0.69184085,0.729354854,0.74114259,0.772846678,0.656048194,0.709600894,0.735903798,0.663244327,0.758969752,0.719486756,0.661498956,0.643867503,0.637724692,0.703657594,0.730665166,0.751244006,0.701552768,0.727264736,0.769380744,0.76412997,0.771795099,0.684683581,0.695012492,0.715006684,0.728236759,0.682450744,0.786556503,0.772906085,0.722880997,0.771274414,0.744354357,0.729166269,0.684087987,0.740699979,0.657389275,0.777990103,0.710472933,0.670617946,0.758616939,0.65970434,0.73852677,0.762050518,0.663134138,0.672802778,0.717200653,0.760527527,0.740378654,0.64431327,0.698645917,0.770506837,0.690076733,0.710565658,0.719800503,0.733882222,0.676950908,0.773020226,0.769322892,0.688074963,0.721339334,0.668798765,0.716751353,0.710250956,0.750356723,0.717231348,0.696176009,0.758854543,0.726226059,0.755417283,0.776592145,0.713828637,0.713497317,0.779568893,0.763586904,0.766747544,0.710003235,0.711299099,0.702618753,0.738092255,0.672882891,0.727752477,0.755317105,0.735066787,0.6867141,0.786794279,0.728924445,0.72818732,0.719435101,0.709337247,0.788048031,0.75582568,0.760502474,0.695721345,0.754063652,0.745222276,0.709851871,0.741851956,0.696389535,0.785897661,0.702761445,0.681630558,0.710339018,0.765590304,0.64444119,0.710643032,0.767980185,0.672344483,0.759427382,0.698385494,0.761043998,0.679022029,0.744140351,0.738510656,0.664260664,0.730049131,0.732420332,0.661961911,0.678662878,0.743484431,0.69125165,0.714688978,0.757187934,0.768442688,0.687697557,0.669011888,0.762854444,0.80116278,0.720637674,0.727999865,0.740753863,0.721245807,0.567600751,0.753041204,0.67474037,0.736016206,0.711699028,0.70809748,0.718865619,0.758480303,0.703227565,0.745167756,0.778972846,0.659975849,0.755455125,0.669533433,0.740805522,0.687584351,0.700317988,0.721831222,0.771885297,0.788111023,0.676069466,0.709046583,0.702033832,0.706615639,0.732912112,0.735133374,0.736942009,0.77800866,0.69362603,0.765213599,0.692695793,0.726729012,0.763194383,0.748706821,0.743515013,0.730618119,0.709938176,0.74174311,0.692746215,0.75539235,0.693647324,0.758796437,0.756758112,0.71368097,0.739071185,0.681051108,0.744118138,0.707131514,0.666570267,0.682535822,0.640660799,0.735374282,0.698964321,0.698998918,0.758966042,0.705422952,0.75877731,0.665946483,0.710078232,0.695558665,0.726939176,0.756205002,0.732208892,0.68548284,0.682990577,0.689014041,0.710029344,0.720540692,0.672268465,0.67512687,0.718388559,0.712961845,0.742222492,0.677943913,0.576959631,0.702703146,0.741470628,0.695308089,0.738028491,0.745622437,0.693010034,0.742952262,0.638275103,0.684614318,0.691639897,0.651383877,0.768152428,0.736740793,0.689260144,0.651064674,0.711296534
n8_ms,0.770584899,0.732534237,0.708545238,0.776101753,0.719502672,0.755223345,0.731040335,0.732927236,0.707374411,0.715288499,0.6711458,0.769204043,0.722549695,0.733375349,0.703209366,0.708556947,0.747565803,0.65654596,0.725544266,0.800227856,0.736145697,0.74535751,0.694865146,0.76377496,0.747663662,0.695455174,0.702130251,0.762523391,0.698596415,0.699760525,0.739275693,0.754535485,0.780029481,0.660875139,0.712671177,0.708122699,0.668583779,0.761828494,0.731421976,0.660291021,0.646858611,0.648620768,0.714849383,0.73815283,0.745874855,0.694846676,0.73392718,0.774913034,0.771292932,0.778320841,0.693466288,0.708479796,0.72246065,0.728828799,0.683959518,0.800543124,0.770835775,0.72609597,0.767010918,0.743406132,0.723044239,0.674907668,0.742373237,0.658081546,0.772819081,0.711244724,0.66258282,0.764943738,0.669867749,0.738761593,0.762252694,0.661816618,0.686186724,0.725515021,0.768317815,0.746739079,0.645874036,0.697517501,0.766183098,0.699568269,0.720759034,0.723296607,0.754143111,0.700240206,0.791926742,0.780830919,0.676568093,0.730757697,0.671329118,0.723413118,0.714534649,0.759709172,0.749716681,0.696292717,0.760815,0.73245059,0.751203912,0.780124141,0.717680247,0.761288118,0.7753489,0.76777416,0.77045356,0.714445344,0.716495463,0.707773156,0.743993248,0.68074688,0.736625858,0.751321828,0.737528866,0.690358156,0.790114601,0.73575167,0.734499395,0.727537948,0.710800237,0.789158652,0.727160234,0.764686618,0.704066044,0.75486647,0.756383066,0.715696385,0.745675097,0.706041717,0.7868689,0.7118194,0.679016494,0.717546644,0.770549841,0.64218312,0.719644041,0.775032702,0.687086523,0.765399001,0.720721401,0.769946983,0.682305789,0.75211479,0.740193544,0.680236007,0.732250258,0.760891448,0.665192312,0.68305866,0.750519055,0.717743721,0.722023707,0.754629088,0.780899104,0.695518763,0.670165333,0.766757717,0.789813586,0.728150677,0.729422894,0.745415379,0.729448638,0.576860071,0.749438429,0.679273951,0.748670734,0.713925588,0.7076587,0.736184311,0.761643341,0.715222254,0.753653221,0.780299883,0.680128956,0.752997991,0.67065696,0.742567824,0.697430043,0.75322892,0.716820612,0.775899159,0.78686595,0.684298522,0.721517804,0.720699235,0.718122929,0.737836962,0.743769466,0.745240039,0.774824894,0.690939557,0.770252881,0.706839796,0.73567914,0.756583765,0.749938396,0.752616566,0.7352007,0.729740488,0.749216056,0.692560577,0.763195507,0.704860525,0.771955749,0.756819976,0.718729818,0.749002117,0.682282036,0.750753115,0.703348327,0.668267687,0.682539383,0.64729159,0.740871069,0.698287866,0.707182521,0.760374426,0.715539465,0.742959015,0.680973616,0.719276363,0.707068129,0.73732035,0.749952427,0.74344102,0.676459993,0.683831418,0.705849906,0.716815362,0.743721611,0.676319173,0.693162048,0.720452416,0.712572885,0.755241869,0.710016741,0.581215241,0.702600341,0.744755121,0.702758197,0.745884501,0.760519748,0.696919813,0.744950022,0.64344392,0.683167539,0.707389014,0.649247148,0.777200839,0.742856533,0.67780207,0.665283711,0.708842762
